date,year,month,day,day_of_year,station_id,station_name,basin,country,latitude,longitude,rainfall_mm,river_level_m,soil_moisture_percent,temperature_c,monsoon_season,flood_risk_score,flood_event_occurred,severity_level
2005-03-05,2005,3,5,64,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,25.8,5.71,53.8,23.3,0,0.0989,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,18.2,4.88,51.4,26.2,0,0.1,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,44.7,7.95,62.9,23.0,0,0.2009,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,27.4,3.91,57.3,19.5,0,0.11,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,38.6,6.17,53.6,22.0,0,0.1521,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,21.3,4.12,52.9,25.6,0,0.094,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,23.9,6.51,41.3,24.6,0,0.0924,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,26.1,6.53,56.6,24.0,0,0.0997,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,34.0,11.62,60.4,22.7,0,0.1324,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,31.8,9.69,54.5,24.2,0,0.1241,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,18.2,5.8,33.3,24.4,0,0.0833,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,14.4,4.31,43.0,22.9,0,0.0732,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,38.3,5.49,59.9,23.8,0,0.1258,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,26.5,5.19,57.6,26.9,0,0.1126,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,39.6,7.21,55.9,24.7,0,0.1344,0,Normal (Green)
2005-03-12,2005,3,12,71,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,43.7,7.74,68.3,25.3,0,0.1989,0,Normal (Green)
2005-03-19,2005,3,19,78,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,19.5,4.09,63.0,24.9,0,0.096,0,Normal (Green)
2005-03-19,2005,3,19,78,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,37.3,7.24,49.2,23.7,0,0.1433,0,Normal (Green)
2005-03-19,2005,3,19,78,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,14.7,3.59,43.0,23.1,0,0.0735,0,Normal (Green)
2005-03-19,2005,3,19,78,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,37.7,6.31,46.8,23.7,0,0.1443,0,Normal (Green)
2005-03-19,2005,3,19,78,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,45.2,5.13,59.5,23.8,0,0.1712,0,Normal (Green)
2005-03-19,2005,3,19,78,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,49.5,7.11,61.9,20.0,0,0.1726,0,Normal (Green)
2005-03-19,2005,3,19,78,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,133.0,12.13,90.6,23.7,0,0.6516,0,Warning (Yellow)
2005-03-19,2005,3,19,78,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,37.3,12.1,36.1,25.2,0,0.1117,0,Normal (Green)
2005-03-19,2005,3,19,78,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,34.8,9.89,34.4,23.1,0,0.1065,0,Normal (Green)
2005-03-19,2005,3,19,78,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,23.1,5.12,37.5,25.0,0,0.0811,0,Normal (Green)
2005-03-19,2005,3,19,78,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,32.3,5.34,46.3,24.2,0,0.1199,0,Normal (Green)
2005-03-19,2005,3,19,78,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,38.6,6.99,50.4,25.3,0,0.1492,0,Normal (Green)
2005-03-19,2005,3,19,78,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,38.0,6.14,81.7,22.9,0,0.1984,0,Normal (Green)
2005-03-19,2005,3,19,78,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,23.8,6.26,58.5,22.9,0,0.0984,0,Normal (Green)
2005-03-19,2005,3,19,78,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,21.6,5.21,70.9,23.5,0,0.1034,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,23.5,4.25,41.2,23.4,0,0.0827,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,39.9,7.02,58.9,23.4,0,0.1573,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,36.8,4.13,54.3,25.4,0,0.1268,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,37.9,5.71,45.1,24.9,0,0.1261,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,34.2,4.46,38.6,24.3,0,0.103,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,35.9,5.95,51.2,26.5,0,0.109,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,27.1,6.77,58.1,23.7,0,0.1063,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,18.3,11.14,48.3,21.5,0,0.0915,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,33.7,9.25,56.6,22.9,0,0.1235,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,20.9,5.67,34.8,19.7,0,0.0855,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,54.7,5.38,47.7,23.3,0,0.1606,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,45.1,5.92,54.3,25.3,0,0.1391,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,62.1,6.17,68.4,22.7,0,0.2295,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,42.0,7.0,55.8,23.1,0,0.134,0,Normal (Green)
2005-03-26,2005,3,26,85,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,51.3,7.41,65.6,22.9,0,0.2006,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,28.0,4.14,54.8,24.5,0,0.099,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,48.5,6.65,60.5,25.8,0,0.1664,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,51.1,4.92,50.6,23.9,0,0.1766,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,68.3,6.4,63.3,26.1,0,0.2436,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,75.0,5.24,57.1,24.4,0,0.2389,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,41.1,6.86,59.6,25.4,0,0.1469,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,87.7,9.67,94.4,24.8,0,0.4091,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,50.4,11.81,53.6,24.8,0,0.153,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,82.8,13.1,60.0,22.7,0,0.3255,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,15.8,5.52,32.5,24.7,0,0.0757,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,37.5,5.53,31.6,22.7,0,0.114,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,54.7,7.12,65.2,24.9,0,0.2123,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,66.1,5.97,77.0,25.9,0,0.2501,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,61.3,8.04,56.1,24.5,0,0.1956,0,Normal (Green)
2005-04-02,2005,4,2,92,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,58.2,7.4,52.1,28.2,0,0.19,0,Normal (Green)
2005-04-09,2005,4,9,99,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,26.6,5.38,52.6,27.6,0,0.126,0,Normal (Green)
2005-04-09,2005,4,9,99,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,26.1,5.23,52.7,26.0,0,0.0914,0,Normal (Green)
2005-04-09,2005,4,9,99,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,46.0,4.2,45.3,25.6,0,0.1315,0,Normal (Green)
2005-04-09,2005,4,9,99,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,42.3,5.16,52.3,27.5,0,0.1285,0,Normal (Green)
2005-04-09,2005,4,9,99,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,175.5,8.43,72.5,25.7,0,0.786,1,Severe (Orange)
2005-04-09,2005,4,9,99,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,40.4,7.71,62.4,26.0,0,0.1711,0,Normal (Green)
2005-04-09,2005,4,9,99,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,55.3,8.66,59.1,25.3,0,0.1961,0,Normal (Green)
2005-04-09,2005,4,9,99,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,42.5,12.81,53.4,27.0,0,0.1522,0,Normal (Green)
2005-04-09,2005,4,9,99,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,42.9,11.29,54.4,22.8,0,0.1693,0,Normal (Green)
2005-04-09,2005,4,9,99,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,20.0,6.09,34.9,26.4,0,0.092,0,Normal (Green)
2005-04-09,2005,4,9,99,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,43.3,6.25,55.7,24.1,0,0.1821,0,Normal (Green)
2005-04-09,2005,4,9,99,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,27.4,5.84,55.6,26.3,0,0.1119,0,Normal (Green)
2005-04-09,2005,4,9,99,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,58.9,5.8,68.7,25.6,0,0.2079,0,Normal (Green)
2005-04-09,2005,4,9,99,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,60.0,7.76,78.1,24.2,0,0.2286,0,Normal (Green)
2005-04-09,2005,4,9,99,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,45.6,6.24,65.1,25.5,0,0.1552,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,60.2,6.4,58.8,27.3,0,0.2441,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,42.8,7.57,66.5,24.3,0,0.1918,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,28.7,4.55,43.4,26.6,0,0.1141,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,28.7,4.87,49.6,25.3,0,0.0994,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,60.6,5.17,74.2,24.7,0,0.2361,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,52.6,7.49,58.9,26.4,0,0.184,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,57.7,9.69,70.5,24.7,0,0.2552,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,58.5,13.14,53.1,22.4,0,0.1881,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,45.4,10.98,52.5,25.7,0,0.1653,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,43.8,5.72,38.7,27.8,0,0.12,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,32.0,5.59,40.5,25.2,0,0.1186,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,27.2,5.4,38.3,26.8,0,0.0853,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,57.7,6.44,63.8,24.9,0,0.2199,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,52.4,7.8,69.9,25.7,0,0.1956,0,Normal (Green)
2005-04-16,2005,4,16,106,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,71.8,9.16,88.7,24.4,0,0.3822,0,Normal (Green)
2005-04-23,2005,4,23,113,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,35.4,5.27,53.4,25.5,0,0.138,0,Normal (Green)
2005-04-23,2005,4,23,113,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,35.6,6.07,62.8,26.4,0,0.1326,0,Normal (Green)
2005-04-23,2005,4,23,113,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,32.7,4.91,46.9,26.9,0,0.1365,0,Normal (Green)
2005-04-23,2005,4,23,113,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,56.0,7.22,61.1,25.5,0,0.2418,0,Normal (Green)
2005-04-23,2005,4,23,113,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,39.6,4.4,59.8,24.1,0,0.1358,0,Normal (Green)
2005-04-23,2005,4,23,113,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,38.9,6.94,56.4,26.8,0,0.1402,0,Normal (Green)
2005-04-23,2005,4,23,113,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,86.8,11.6,89.5,23.9,0,0.4697,0,Warning (Yellow)
2005-04-23,2005,4,23,113,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,33.1,12.24,50.9,25.5,0,0.1256,0,Normal (Green)
2005-04-23,2005,4,23,113,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,122.5,15.16,63.5,28.2,0,0.5346,0,Warning (Yellow)
2005-04-23,2005,4,23,113,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,33.9,6.33,45.2,23.5,0,0.1279,0,Normal (Green)
2005-04-23,2005,4,23,113,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,32.6,5.85,38.4,25.9,0,0.1236,0,Normal (Green)
2005-04-23,2005,4,23,113,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,52.9,6.71,56.7,24.3,0,0.1791,0,Normal (Green)
2005-04-23,2005,4,23,113,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,36.0,4.95,58.4,23.9,0,0.1216,0,Normal (Green)
2005-04-23,2005,4,23,113,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,39.5,7.25,65.2,25.4,0,0.1486,0,Normal (Green)
2005-04-23,2005,4,23,113,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,64.9,7.83,61.6,25.8,0,0.2388,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,58.0,5.32,43.2,22.4,0,0.1644,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,60.5,8.2,57.3,25.6,0,0.2355,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,43.5,4.87,49.5,26.3,0,0.1579,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,40.7,5.22,64.7,22.8,0,0.1451,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,78.7,6.15,58.8,24.9,0,0.3017,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,49.2,6.58,62.9,25.2,0,0.16,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,75.1,8.95,59.5,25.0,0,0.2533,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,42.0,12.99,61.1,25.1,0,0.1661,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,33.2,10.66,32.3,25.9,0,0.1116,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,28.8,6.54,39.9,25.6,0,0.1183,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,24.7,4.1,38.2,28.1,0,0.0756,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,52.8,7.97,38.6,26.0,0,0.185,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,64.1,7.32,60.8,24.6,0,0.2669,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,28.7,7.19,58.9,25.1,0,0.1211,0,Normal (Green)
2005-04-30,2005,4,30,120,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,39.4,6.97,73.9,25.3,0,0.1773,0,Normal (Green)
2005-05-07,2005,5,7,127,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,305.1,13.36,98.0,28.8,1,0.99,1,Critical (Red)
2005-05-07,2005,5,7,127,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,391.5,22.68,98.0,27.9,1,0.99,1,Critical (Red)
2005-05-07,2005,5,7,127,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,209.2,9.52,75.3,26.0,1,0.933,1,Critical (Red)
2005-05-07,2005,5,7,127,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,237.6,12.41,90.7,27.2,1,0.9626,1,Critical (Red)
2005-05-07,2005,5,7,127,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,254.5,11.32,98.0,26.8,1,0.9781,1,Critical (Red)
2005-05-07,2005,5,7,127,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,373.9,21.85,98.0,26.4,1,0.99,1,Critical (Red)
2005-05-07,2005,5,7,127,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,413.1,28.09,98.0,29.3,1,0.99,1,Critical (Red)
2005-05-07,2005,5,7,127,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,226.8,26.26,81.9,25.9,1,0.9497,1,Critical (Red)
2005-05-07,2005,5,7,127,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,142.6,15.4,72.1,27.3,1,0.7015,1,Severe (Orange)
2005-05-07,2005,5,7,127,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,170.6,11.09,53.7,27.0,1,0.808,1,Severe (Orange)
2005-05-07,2005,5,7,127,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,105.0,7.17,46.9,25.6,1,0.446,0,Normal (Green)
2005-05-07,2005,5,7,127,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,318.4,17.59,98.0,28.6,1,0.99,1,Critical (Red)
2005-05-07,2005,5,7,127,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,295.8,15.26,98.0,26.0,1,0.99,1,Critical (Red)
2005-05-07,2005,5,7,127,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,307.5,20.48,98.0,24.9,1,0.99,1,Critical (Red)
2005-05-07,2005,5,7,127,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,221.1,15.41,96.5,28.6,1,0.9613,1,Critical (Red)
2005-05-14,2005,5,14,134,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,442.6,17.75,98.0,27.8,1,0.99,1,Critical (Red)
2005-05-14,2005,5,14,134,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,229.2,15.29,98.0,27.2,1,0.9665,1,Critical (Red)
2005-05-14,2005,5,14,134,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,189.8,9.08,67.3,28.9,1,0.8943,1,Severe (Orange)
2005-05-14,2005,5,14,134,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,172.9,10.78,83.1,26.4,1,0.8671,1,Severe (Orange)
2005-05-14,2005,5,14,134,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,162.7,8.38,77.2,25.8,1,0.8122,1,Severe (Orange)
2005-05-14,2005,5,14,134,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,276.7,18.4,98.0,25.7,1,0.9883,1,Critical (Red)
2005-05-14,2005,5,14,134,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,415.2,26.8,98.0,27.8,1,0.99,1,Critical (Red)
2005-05-14,2005,5,14,134,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,129.7,20.74,74.2,28.7,1,0.7106,1,Severe (Orange)
2005-05-14,2005,5,14,134,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,287.2,25.75,90.2,25.8,1,0.9884,1,Critical (Red)
2005-05-14,2005,5,14,134,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,101.6,8.61,50.2,25.4,1,0.4717,0,Warning (Yellow)
2005-05-14,2005,5,14,134,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,162.3,10.18,56.8,28.2,1,0.8096,1,Severe (Orange)
2005-05-14,2005,5,14,134,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,197.5,13.51,82.0,28.8,1,0.9242,1,Critical (Red)
